# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_walking_rpy_validation.bag'
# timestamp tx ty tz qx qy qz qw
1341846714.6749 -0.5748 -2.8705 1.6883 -0.6375 0.0144 -0.0431 0.7691
1341846714.6848 -0.5749 -2.8697 1.6881 -0.6386 0.0132 -0.0446 0.7681
1341846714.6948 -0.5751 -2.8692 1.6877 -0.6403 0.0144 -0.0451 0.7667
1341846714.7047 -0.5753 -2.8687 1.6872 -0.6426 0.0147 -0.0451 0.7647
1341846714.7148 -0.5754 -2.8678 1.6865 -0.6429 0.0141 -0.0438 0.7646
1341846714.7248 -0.5757 -2.8673 1.6861 -0.6444 0.0138 -0.0426 0.7634
1341846714.7348 -0.5759 -2.8669 1.6855 -0.6460 0.0137 -0.0409 0.7622
1341846714.7450 -0.5762 -2.8665 1.6850 -0.6468 0.0136 -0.0393 0.7616
1341846714.7548 -0.5764 -2.8661 1.6843 -0.6476 0.0138 -0.0375 0.7610
1341846714.7649 -0.5766 -2.8656 1.6837 -0.6481 0.0141 -0.0364 0.7605
1341846714.7748 -0.5768 -2.8654 1.6832 -0.6492 0.0145 -0.0357 0.7596
1341846714.7848 -0.5769 -2.8649 1.6827 -0.6498 0.0151 -0.0353 0.7592
1341846714.7950 -0.5770 -2.8645 1.6822 -0.6510 0.0156 -0.0351 0.7581
1341846714.8050 -0.5771 -2.8641 1.6816 -0.6522 0.0160 -0.0345 0.7571
1341846714.8148 -0.5773 -2.8636 1.6811 -0.6537 0.0163 -0.0339 0.7558
1341846714.8248 -0.5774 -2.8632 1.6805 -0.6574 0.0171 -0.0335 0.7526
1341846714.8351 -0.5775 -2.8625 1.6796 -0.6609 0.0177 -0.0331 0.7496
1341846714.8448 -0.5776 -2.8619 1.6789 -0.6647 0.0182 -0.0329 0.7462
1341846714.8548 -0.5776 -2.8612 1.6781 -0.6686 0.0181 -0.0329 0.7427
1341846714.8657 -0.5777 -2.8608 1.6773 -0.6724 0.0176 -0.0338 0.7392
1341846714.8753 -0.5777 -2.8599 1.6767 -0.6752 0.0162 -0.0356 0.7366
1341846714.8848 -0.5779 -2.8594 1.6757 -0.6791 0.0181 -0.0376 0.7329
1341846714.8948 -0.5776 -2.8586 1.6752 -0.6820 0.0178 -0.0400 0.7300
1341846714.9048 -0.5776 -2.8582 1.6746 -0.6852 0.0189 -0.0413 0.7270
1341846714.9148 -0.5778 -2.8579 1.6736 -0.6888 0.0212 -0.0415 0.7234
1341846714.9248 -0.5778 -2.8575 1.6730 -0.6912 0.0219 -0.0408 0.7212
1341846714.9348 -0.5779 -2.8568 1.6724 -0.6930 0.0216 -0.0396 0.7195
1341846714.9448 -0.5781 -2.8564 1.6718 -0.6950 0.0212 -0.0376 0.7177
1341846714.9550 -0.5783 -2.8559 1.6712 -0.6968 0.0203 -0.0355 0.7161
1341846714.9649 -0.5785 -2.8555 1.6705 -0.6987 0.0195 -0.0339 0.7144
1341846714.9748 -0.5785 -2.8553 1.6700 -0.6993 0.0197 -0.0337 0.7138
1341846714.9849 -0.5786 -2.8550 1.6694 -0.7003 0.0203 -0.0340 0.7128
1341846714.9948 -0.5786 -2.8548 1.6690 -0.7011 0.0212 -0.0338 0.7119
1341846715.0049 -0.5786 -2.8546 1.6686 -0.7021 0.0217 -0.0334 0.7110
1341846715.0148 -0.5787 -2.8544 1.6682 -0.7032 0.0220 -0.0321 0.7099
1341846715.0248 -0.5789 -2.8541 1.6677 -0.7048 0.0218 -0.0303 0.7084
1341846715.0349 -0.5790 -2.8539 1.6672 -0.7064 0.0219 -0.0290 0.7069
1341846715.0449 -0.5791 -2.8537 1.6666 -0.7075 0.0214 -0.0278 0.7058
1341846715.0548 -0.5793 -2.8535 1.6661 -0.7090 0.0211 -0.0276 0.7043
1341846715.0649 -0.5795 -2.8534 1.6656 -0.7103 0.0212 -0.0281 0.7031
1341846715.0750 -0.5795 -2.8534 1.6651 -0.7120 0.0215 -0.0292 0.7013
1341846715.0848 -0.5796 -2.8533 1.6647 -0.7136 0.0218 -0.0303 0.6995
1341846715.0948 -0.5797 -2.8533 1.6642 -0.7154 0.0221 -0.0312 0.6977
1341846715.1049 -0.5799 -2.8533 1.6639 -0.7166 0.0224 -0.0316 0.6965
1341846715.1148 -0.5795 -2.8534 1.6636 -0.7182 0.0211 -0.0330 0.6947
1341846715.1249 -0.5799 -2.8528 1.6633 -0.7181 0.0207 -0.0315 0.6949
1341846715.1349 -0.5801 -2.8528 1.6630 -0.7188 0.0205 -0.0309 0.6942
1341846715.1448 -0.5806 -2.8530 1.6622 -0.7205 0.0202 -0.0298 0.6925
1341846715.1555 -0.5809 -2.8530 1.6620 -0.7207 0.0195 -0.0288 0.6924
1341846715.1649 -0.5810 -2.8529 1.6615 -0.7211 0.0192 -0.0285 0.6919
1341846715.1748 -0.5812 -2.8527 1.6612 -0.7216 0.0193 -0.0286 0.6914
1341846715.1848 -0.5813 -2.8528 1.6609 -0.7222 0.0199 -0.0294 0.6908
1341846715.1948 -0.5815 -2.8526 1.6605 -0.7225 0.0205 -0.0304 0.6904
1341846715.2049 -0.5816 -2.8531 1.6598 -0.7247 0.0197 -0.0310 0.6881
1341846715.2148 -0.5818 -2.8529 1.6595 -0.7252 0.0196 -0.0308 0.6876
1341846715.2248 -0.5818 -2.8526 1.6595 -0.7253 0.0191 -0.0302 0.6875
1341846715.2348 -0.5820 -2.8525 1.6591 -0.7262 0.0185 -0.0289 0.6867
1341846715.2448 -0.5824 -2.8525 1.6585 -0.7277 0.0175 -0.0271 0.6852
1341846715.2549 -0.5826 -2.8524 1.6581 -0.7289 0.0170 -0.0256 0.6840
1341846715.2658 -0.5827 -2.8522 1.6576 -0.7302 0.0173 -0.0253 0.6825
1341846715.2756 -0.5829 -2.8521 1.6571 -0.7315 0.0179 -0.0264 0.6811
1341846715.2848 -0.5831 -2.8521 1.6563 -0.7336 0.0186 -0.0281 0.6787
1341846715.2948 -0.5831 -2.8516 1.6561 -0.7335 0.0207 -0.0307 0.6787
1341846715.3064 -0.5833 -2.8516 1.6557 -0.7348 0.0218 -0.0332 0.6771
1341846715.3148 -0.5837 -2.8520 1.6547 -0.7371 0.0205 -0.0352 0.6746
1341846715.3253 -0.5838 -2.8519 1.6543 -0.7380 0.0206 -0.0351 0.6735
1341846715.3359 -0.5839 -2.8515 1.6542 -0.7384 0.0203 -0.0338 0.6732
1341846715.3448 -0.5842 -2.8514 1.6538 -0.7391 0.0198 -0.0321 0.6726
1341846715.3550 -0.5845 -2.8515 1.6534 -0.7400 0.0191 -0.0302 0.6717
1341846715.3648 -0.5847 -2.8514 1.6530 -0.7408 0.0187 -0.0288 0.6709
1341846715.3748 -0.5850 -2.8513 1.6527 -0.7414 0.0185 -0.0283 0.6702
1341846715.3848 -0.5854 -2.8516 1.6520 -0.7428 0.0189 -0.0288 0.6686
1341846715.3948 -0.5857 -2.8515 1.6517 -0.7437 0.0193 -0.0299 0.6675
1341846715.4049 -0.5859 -2.8515 1.6513 -0.7448 0.0191 -0.0311 0.6663
1341846715.4148 -0.5861 -2.8514 1.6508 -0.7461 0.0191 -0.0325 0.6648
1341846715.4248 -0.5864 -2.8514 1.6503 -0.7478 0.0188 -0.0331 0.6628
1341846715.4348 -0.5867 -2.8512 1.6497 -0.7493 0.0184 -0.0328 0.6611
1341846715.4449 -0.5869 -2.8512 1.6493 -0.7515 0.0177 -0.0321 0.6587
1341846715.4549 -0.5871 -2.8511 1.6488 -0.7536 0.0169 -0.0314 0.6564
1341846715.4649 -0.5871 -2.8504 1.6490 -0.7539 0.0176 -0.0306 0.6560
1341846715.4748 -0.5872 -2.8503 1.6484 -0.7551 0.0176 -0.0313 0.6546
1341846715.4849 -0.5873 -2.8502 1.6479 -0.7564 0.0177 -0.0321 0.6531
1341846715.4949 -0.5874 -2.8501 1.6473 -0.7573 0.0184 -0.0332 0.6519
1341846715.5049 -0.5875 -2.8501 1.6469 -0.7583 0.0191 -0.0341 0.6508
1341846715.5160 -0.5877 -2.8505 1.6461 -0.7599 0.0185 -0.0343 0.6488
1341846715.5249 -0.5880 -2.8505 1.6456 -0.7609 0.0182 -0.0334 0.6477
1341846715.5349 -0.5885 -2.8505 1.6453 -0.7613 0.0175 -0.0312 0.6474
1341846715.5448 -0.5887 -2.8504 1.6448 -0.7619 0.0161 -0.0293 0.6468
1341846715.5550 -0.5889 -2.8503 1.6444 -0.7625 0.0148 -0.0266 0.6462
1341846715.5649 -0.5891 -2.8504 1.6440 -0.7637 0.0140 -0.0247 0.6450
1341846715.5777 -0.5892 -2.8505 1.6435 -0.7646 0.0138 -0.0245 0.6439
1341846715.5848 -0.5892 -2.8501 1.6435 -0.7645 0.0154 -0.0254 0.6439
1341846715.5947 -0.5892 -2.8501 1.6431 -0.7652 0.0163 -0.0271 0.6430
1341846715.6049 -0.5892 -2.8502 1.6427 -0.7661 0.0173 -0.0290 0.6418
1341846715.6148 -0.5894 -2.8506 1.6420 -0.7678 0.0165 -0.0304 0.6398
1341846715.6248 -0.5897 -2.8506 1.6416 -0.7688 0.0160 -0.0300 0.6386
1341846715.6348 -0.5899 -2.8506 1.6412 -0.7697 0.0152 -0.0287 0.6376
1341846715.6448 -0.5903 -2.8506 1.6408 -0.7706 0.0142 -0.0265 0.6367
1341846715.6548 -0.5905 -2.8505 1.6405 -0.7713 0.0132 -0.0247 0.6359
1341846715.6650 -0.5908 -2.8505 1.6402 -0.7717 0.0127 -0.0232 0.6355
1341846715.6763 -0.5909 -2.8504 1.6399 -0.7724 0.0125 -0.0229 0.6347
1341846715.6849 -0.5910 -2.8505 1.6396 -0.7729 0.0129 -0.0234 0.6340
1341846715.6948 -0.5911 -2.8504 1.6392 -0.7732 0.0136 -0.0254 0.6335
1341846715.7048 -0.5913 -2.8504 1.6390 -0.7737 0.0143 -0.0273 0.6328
1341846715.7148 -0.5914 -2.8502 1.6384 -0.7745 0.0146 -0.0290 0.6317
1341846715.7248 -0.5917 -2.8502 1.6381 -0.7754 0.0143 -0.0296 0.6306
1341846715.7348 -0.5919 -2.8500 1.6376 -0.7768 0.0138 -0.0293 0.6289
1341846715.7502 -0.5923 -2.8498 1.6372 -0.7778 0.0129 -0.0281 0.6277
1341846715.7553 -0.5927 -2.8496 1.6366 -0.7791 0.0119 -0.0269 0.6262
1341846715.7648 -0.5930 -2.8495 1.6360 -0.7809 0.0112 -0.0258 0.6241
1341846715.7749 -0.5932 -2.8493 1.6354 -0.7821 0.0105 -0.0252 0.6226
1341846715.7848 -0.5937 -2.8495 1.6344 -0.7839 0.0103 -0.0255 0.6203
1341846715.7948 -0.5937 -2.8492 1.6343 -0.7840 0.0107 -0.0269 0.6201
1341846715.8048 -0.5939 -2.8492 1.6338 -0.7847 0.0110 -0.0283 0.6191
1341846715.8148 -0.5941 -2.8491 1.6332 -0.7852 0.0111 -0.0294 0.6184
1341846715.8248 -0.5943 -2.8490 1.6326 -0.7857 0.0110 -0.0297 0.6178
1341846715.8348 -0.5945 -2.8489 1.6320 -0.7865 0.0108 -0.0294 0.6169
1341846715.8448 -0.5947 -2.8490 1.6314 -0.7877 0.0105 -0.0287 0.6153
1341846715.8552 -0.5950 -2.8488 1.6307 -0.7876 0.0101 -0.0268 0.6155
1341846715.8648 -0.5954 -2.8488 1.6299 -0.7886 0.0097 -0.0254 0.6143
1341846715.8748 -0.5956 -2.8487 1.6292 -0.7894 0.0094 -0.0243 0.6133
1341846715.8848 -0.5957 -2.8486 1.6286 -0.7897 0.0092 -0.0241 0.6130
1341846715.8948 -0.5959 -2.8486 1.6280 -0.7904 0.0092 -0.0239 0.6121
1341846715.9048 -0.5960 -2.8486 1.6274 -0.7907 0.0092 -0.0241 0.6116
1341846715.9149 -0.5962 -2.8484 1.6268 -0.7907 0.0096 -0.0243 0.6116
1341846715.9249 -0.5964 -2.8485 1.6263 -0.7915 0.0097 -0.0243 0.6106
1341846715.9348 -0.5967 -2.8484 1.6258 -0.7917 0.0097 -0.0241 0.6104
1341846715.9448 -0.5969 -2.8484 1.6253 -0.7921 0.0096 -0.0234 0.6099
1341846715.9555 -0.5972 -2.8483 1.6248 -0.7923 0.0092 -0.0221 0.6097
1341846715.9648 -0.5975 -2.8483 1.6242 -0.7931 0.0087 -0.0209 0.6087
1341846715.9748 -0.5978 -2.8482 1.6236 -0.7942 0.0081 -0.0196 0.6073
1341846715.9848 -0.5980 -2.8483 1.6232 -0.7952 0.0076 -0.0188 0.6060
1341846715.9948 -0.5982 -2.8482 1.6226 -0.7960 0.0073 -0.0187 0.6049
1341846716.0049 -0.5983 -2.8483 1.6220 -0.7969 0.0072 -0.0194 0.6037
1341846716.0155 -0.5985 -2.8482 1.6216 -0.7973 0.0076 -0.0202 0.6032
1341846716.0248 -0.5987 -2.8482 1.6210 -0.7980 0.0077 -0.0212 0.6022
1341846716.0349 -0.5989 -2.8482 1.6205 -0.7984 0.0078 -0.0218 0.6017
1341846716.0450 -0.5990 -2.8482 1.6200 -0.7991 0.0075 -0.0219 0.6008
1341846716.0548 -0.5993 -2.8477 1.6198 -0.7985 0.0085 -0.0205 0.6016
1341846716.0664 -0.5996 -2.8476 1.6192 -0.7987 0.0078 -0.0189 0.6014
1341846716.0749 -0.5999 -2.8477 1.6186 -0.7996 0.0069 -0.0168 0.6003
1341846716.0848 -0.6003 -2.8481 1.6178 -0.8017 0.0050 -0.0153 0.5976
1341846716.0948 -0.6006 -2.8480 1.6172 -0.8024 0.0046 -0.0139 0.5966
1341846716.1049 -0.6009 -2.8480 1.6166 -0.8032 0.0045 -0.0131 0.5955
1341846716.1152 -0.6011 -2.8479 1.6160 -0.8038 0.0049 -0.0131 0.5947
1341846716.1248 -0.6014 -2.8479 1.6155 -0.8043 0.0051 -0.0136 0.5940
1341846716.1348 -0.6016 -2.8478 1.6149 -0.8049 0.0050 -0.0143 0.5933
1341846716.1448 -0.6019 -2.8475 1.6148 -0.8043 0.0059 -0.0138 0.5940
1341846716.1548 -0.6022 -2.8473 1.6142 -0.8049 0.0058 -0.0137 0.5933
1341846716.1648 -0.6027 -2.8473 1.6135 -0.8054 0.0053 -0.0123 0.5925
1341846716.1785 -0.6031 -2.8472 1.6129 -0.8061 0.0047 -0.0108 0.5916
1341846716.1848 -0.6035 -2.8472 1.6123 -0.8072 0.0041 -0.0091 0.5902
1341846716.1948 -0.6039 -2.8470 1.6115 -0.8081 0.0033 -0.0075 0.5889
1341846716.2050 -0.6043 -2.8471 1.6110 -0.8091 0.0026 -0.0069 0.5877
1341846716.2148 -0.6045 -2.8471 1.6105 -0.8099 0.0023 -0.0073 0.5865
1341846716.2248 -0.6048 -2.8471 1.6099 -0.8107 0.0023 -0.0083 0.5855
1341846716.2348 -0.6049 -2.8475 1.6093 -0.8122 0.0029 -0.0106 0.5833
1341846716.2451 -0.6052 -2.8475 1.6088 -0.8129 0.0028 -0.0114 0.5823
1341846716.2548 -0.6057 -2.8475 1.6080 -0.8138 0.0000 -0.0108 0.5810
1341846716.2665 -0.6062 -2.8475 1.6074 -0.8144 -0.0006 -0.0098 0.5802
1341846716.2748 -0.6066 -2.8474 1.6069 -0.8149 -0.0012 -0.0087 0.5795
1341846716.2848 -0.6071 -2.8475 1.6064 -0.8156 -0.0017 -0.0075 0.5786
1341846716.2949 -0.6075 -2.8475 1.6058 -0.8164 -0.0021 -0.0064 0.5774
1341846716.3048 -0.6077 -2.8471 1.6057 -0.8161 -0.0012 -0.0054 0.5778
1341846716.3150 -0.6080 -2.8472 1.6051 -0.8167 -0.0016 -0.0052 0.5770
1341846716.3249 -0.6082 -2.8473 1.6046 -0.8175 -0.0021 -0.0057 0.5759
1341846716.3349 -0.6085 -2.8474 1.6041 -0.8184 -0.0024 -0.0065 0.5747
1341846716.3454 -0.6088 -2.8475 1.6036 -0.8190 -0.0026 -0.0074 0.5738
1341846716.3576 -0.6091 -2.8475 1.6029 -0.8202 -0.0031 -0.0079 0.5721
1341846716.3648 -0.6094 -2.8475 1.6021 -0.8210 -0.0038 -0.0078 0.5708
1341846716.3748 -0.6097 -2.8476 1.6015 -0.8221 -0.0044 -0.0074 0.5693
1341846716.3848 -0.6101 -2.8478 1.6009 -0.8229 -0.0050 -0.0063 0.5681
1341846716.3948 -0.6104 -2.8477 1.6003 -0.8233 -0.0057 -0.0050 0.5676
1341846716.4048 -0.6107 -2.8482 1.5995 -0.8245 -0.0070 -0.0045 0.5658
1341846716.4148 -0.6110 -2.8482 1.5990 -0.8250 -0.0072 -0.0043 0.5650
1341846716.4248 -0.6112 -2.8484 1.5986 -0.8255 -0.0071 -0.0042 0.5643
1341846716.4348 -0.6114 -2.8486 1.5982 -0.8260 -0.0072 -0.0047 0.5636
1341846716.4448 -0.6116 -2.8488 1.5977 -0.8266 -0.0075 -0.0052 0.5628
1341846716.4549 -0.6118 -2.8486 1.5977 -0.8264 -0.0063 -0.0056 0.5631
1341846716.4648 -0.6121 -2.8487 1.5974 -0.8264 -0.0064 -0.0060 0.5630
1341846716.4748 -0.6124 -2.8489 1.5971 -0.8266 -0.0064 -0.0061 0.5628
1341846716.4848 -0.6126 -2.8489 1.5968 -0.8264 -0.0066 -0.0057 0.5630
1341846716.4948 -0.6130 -2.8492 1.5964 -0.8266 -0.0069 -0.0049 0.5628
1341846716.5048 -0.6134 -2.8494 1.5961 -0.8266 -0.0069 -0.0045 0.5628
1341846716.5162 -0.6136 -2.8496 1.5958 -0.8265 -0.0074 -0.0043 0.5629
1341846716.5248 -0.6139 -2.8497 1.5954 -0.8265 -0.0076 -0.0044 0.5629
1341846716.5348 -0.6141 -2.8500 1.5952 -0.8270 -0.0080 -0.0047 0.5621
1341846716.5456 -0.6143 -2.8501 1.5947 -0.8275 -0.0083 -0.0053 0.5614
1341846716.5548 -0.6146 -2.8502 1.5942 -0.8280 -0.0085 -0.0060 0.5606
1341846716.5648 -0.6149 -2.8502 1.5936 -0.8286 -0.0088 -0.0066 0.5597
1341846716.5749 -0.6151 -2.8502 1.5930 -0.8294 -0.0091 -0.0070 0.5585
1341846716.5848 -0.6153 -2.8503 1.5925 -0.8304 -0.0096 -0.0066 0.5571
1341846716.5948 -0.6155 -2.8503 1.5919 -0.8313 -0.0101 -0.0061 0.5558
1341846716.6048 -0.6158 -2.8504 1.5912 -0.8322 -0.0106 -0.0056 0.5544
1341846716.6149 -0.6160 -2.8504 1.5904 -0.8328 -0.0109 -0.0047 0.5534
1341846716.6248 -0.6163 -2.8504 1.5896 -0.8335 -0.0110 -0.0041 0.5524
1341846716.6348 -0.6165 -2.8504 1.5888 -0.8346 -0.0111 -0.0041 0.5508
1341846716.6448 -0.6166 -2.8505 1.5880 -0.8352 -0.0111 -0.0046 0.5498
1341846716.6563 -0.6168 -2.8505 1.5873 -0.8357 -0.0109 -0.0055 0.5491
1341846716.6648 -0.6169 -2.8506 1.5865 -0.8363 -0.0104 -0.0066 0.5481
1341846716.6748 -0.6169 -2.8506 1.5856 -0.8367 -0.0104 -0.0074 0.5476
1341846716.6848 -0.6171 -2.8506 1.5849 -0.8372 -0.0103 -0.0076 0.5468
1341846716.6950 -0.6173 -2.8506 1.5840 -0.8375 -0.0105 -0.0069 0.5463
1341846716.7048 -0.6176 -2.8508 1.5831 -0.8387 -0.0114 -0.0053 0.5444
1341846716.7184 -0.6180 -2.8513 1.5818 -0.8406 -0.0136 -0.0040 0.5414
1341846716.7248 -0.6183 -2.8513 1.5810 -0.8413 -0.0145 -0.0022 0.5403
1341846716.7348 -0.6184 -2.8514 1.5802 -0.8425 -0.0154 -0.0015 0.5385
1341846716.7449 -0.6186 -2.8509 1.5797 -0.8423 -0.0141 -0.0010 0.5389
1341846716.7548 -0.6188 -2.8510 1.5788 -0.8434 -0.0142 -0.0019 0.5371
1341846716.7652 -0.6190 -2.8510 1.5779 -0.8444 -0.0138 -0.0033 0.5356
1341846716.7748 -0.6191 -2.8507 1.5769 -0.8452 -0.0133 -0.0050 0.5342
1341846716.7848 -0.6192 -2.8506 1.5761 -0.8460 -0.0135 -0.0054 0.5330
1341846716.7948 -0.6194 -2.8505 1.5752 -0.8470 -0.0136 -0.0050 0.5314
1341846716.8048 -0.6196 -2.8504 1.5744 -0.8476 -0.0141 -0.0037 0.5304
1341846716.8148 -0.6200 -2.8504 1.5736 -0.8484 -0.0148 -0.0022 0.5291
1341846716.8248 -0.6203 -2.8503 1.5729 -0.8488 -0.0150 -0.0006 0.5285
1341846716.8348 -0.6205 -2.8503 1.5721 -0.8496 -0.0153 0.0004 0.5271
1341846716.8448 -0.6206 -2.8503 1.5714 -0.8506 -0.0154 0.0014 0.5255
1341846716.8548 -0.6207 -2.8503 1.5706 -0.8517 -0.0155 0.0017 0.5238
1341846716.8649 -0.6208 -2.8503 1.5700 -0.8520 -0.0153 0.0017 0.5232
1341846716.8748 -0.6210 -2.8502 1.5693 -0.8524 -0.0146 0.0009 0.5226
1341846716.8848 -0.6210 -2.8502 1.5687 -0.8531 -0.0145 -0.0000 0.5215
1341846716.8948 -0.6211 -2.8501 1.5680 -0.8537 -0.0140 -0.0007 0.5206
1341846716.9048 -0.6212 -2.8500 1.5673 -0.8540 -0.0140 -0.0009 0.5201
1341846716.9149 -0.6213 -2.8500 1.5666 -0.8544 -0.0141 -0.0002 0.5195
1341846716.9249 -0.6215 -2.8499 1.5657 -0.8551 -0.0142 0.0012 0.5183
1341846716.9348 -0.6213 -2.8505 1.5648 -0.8564 -0.0157 0.0017 0.5161
1341846716.9448 -0.6213 -2.8506 1.5641 -0.8576 -0.0159 0.0031 0.5141
1341846716.9548 -0.6212 -2.8505 1.5633 -0.8583 -0.0160 0.0038 0.5130
1341846716.9649 -0.6211 -2.8506 1.5628 -0.8589 -0.0154 0.0038 0.5119
1341846716.9748 -0.6211 -2.8505 1.5621 -0.8593 -0.0149 0.0033 0.5113
1341846716.9848 -0.6209 -2.8501 1.5618 -0.8589 -0.0130 0.0021 0.5120
1341846716.9948 -0.6208 -2.8499 1.5611 -0.8589 -0.0124 0.0009 0.5120
1341846717.0048 -0.6206 -2.8499 1.5605 -0.8595 -0.0120 0.0001 0.5110
1341846717.0148 -0.6206 -2.8500 1.5598 -0.8605 -0.0118 0.0004 0.5093
1341846717.0248 -0.6205 -2.8500 1.5589 -0.8613 -0.0117 0.0018 0.5079
1341846717.0350 -0.6205 -2.8500 1.5581 -0.8621 -0.0117 0.0037 0.5065
1341846717.0448 -0.6204 -2.8499 1.5573 -0.8631 -0.0115 0.0057 0.5048
1341846717.0548 -0.6204 -2.8498 1.5565 -0.8637 -0.0116 0.0069 0.5038
1341846717.0648 -0.6205 -2.8501 1.5556 -0.8647 -0.0101 0.0073 0.5022
1341846717.0748 -0.6202 -2.8500 1.5548 -0.8652 -0.0098 0.0054 0.5013
1341846717.0848 -0.6199 -2.8501 1.5542 -0.8656 -0.0093 0.0032 0.5006
1341846717.0948 -0.6194 -2.8501 1.5538 -0.8656 -0.0096 0.0008 0.5007
1341846717.1048 -0.6193 -2.8502 1.5530 -0.8657 -0.0088 -0.0005 0.5004
1341846717.1148 -0.6191 -2.8503 1.5523 0.8662 0.0085 0.0008 -0.4996
1341846717.1248 -0.6190 -2.8503 1.5514 0.8668 0.0083 -0.0003 -0.4987
1341846717.1348 -0.6190 -2.8503 1.5504 0.8674 0.0079 -0.0028 -0.4976
1341846717.1448 -0.6193 -2.8504 1.5493 0.8681 0.0068 -0.0060 -0.4963
1341846717.1548 -0.6189 -2.8503 1.5487 0.8687 0.0076 -0.0070 -0.4952
1341846717.1648 -0.6188 -2.8503 1.5478 0.8693 0.0076 -0.0080 -0.4941
1341846717.1748 -0.6184 -2.8503 1.5469 0.8703 0.0077 -0.0074 -0.4924
1341846717.1848 -0.6181 -2.8507 1.5457 0.8713 0.0087 -0.0056 -0.4906
1341846717.1948 -0.6179 -2.8506 1.5447 0.8718 0.0077 -0.0039 -0.4898
1341846717.2048 -0.6178 -2.8508 1.5438 0.8727 0.0066 -0.0026 -0.4882
1341846717.2148 -0.6180 -2.8508 1.5429 0.8724 0.0050 -0.0020 -0.4888
1341846717.2249 -0.6177 -2.8508 1.5419 0.8742 0.0055 -0.0018 -0.4855
1341846717.2348 -0.6178 -2.8506 1.5408 0.8745 0.0053 -0.0035 -0.4849
1341846717.2449 -0.6178 -2.8505 1.5397 0.8758 0.0055 -0.0053 -0.4826
1341846717.2549 -0.6180 -2.8505 1.5385 0.8765 0.0048 -0.0077 -0.4814
1341846717.2648 -0.6180 -2.8505 1.5375 0.8770 0.0048 -0.0086 -0.4803
1341846717.2757 -0.6179 -2.8504 1.5364 0.8778 0.0045 -0.0092 -0.4790
1341846717.2849 -0.6178 -2.8503 1.5352 0.8786 0.0044 -0.0077 -0.4775
1341846717.2948 -0.6177 -2.8503 1.5342 0.8792 0.0042 -0.0062 -0.4764
1341846717.3048 -0.6176 -2.8498 1.5336 0.8792 0.0028 -0.0055 -0.4764
1341846717.3148 -0.6177 -2.8496 1.5323 0.8797 0.0021 -0.0047 -0.4754
1341846717.3248 -0.6177 -2.8500 1.5310 0.8809 0.0032 -0.0034 -0.4732
1341846717.3348 -0.6177 -2.8499 1.5298 0.8817 0.0036 -0.0038 -0.4718
1341846717.3449 -0.6178 -2.8499 1.5287 0.8827 0.0038 -0.0055 -0.4699
1341846717.3547 -0.6180 -2.8499 1.5274 0.8834 0.0035 -0.0074 -0.4686
1341846717.3649 -0.6179 -2.8499 1.5261 0.8839 0.0031 -0.0085 -0.4675
1341846717.3748 -0.6180 -2.8497 1.5250 0.8839 0.0034 -0.0098 -0.4675
1341846717.3849 -0.6182 -2.8496 1.5237 0.8844 0.0029 -0.0106 -0.4667
1341846717.3948 -0.6180 -2.8498 1.5224 0.8851 0.0029 -0.0103 -0.4653
1341846717.4048 -0.6181 -2.8497 1.5207 0.8852 0.0029 -0.0089 -0.4651
1341846717.4149 -0.6181 -2.8497 1.5195 0.8860 0.0025 -0.0080 -0.4637
1341846717.4248 -0.6180 -2.8499 1.5187 0.8871 0.0021 -0.0081 -0.4614
1341846717.4348 -0.6181 -2.8499 1.5174 0.8878 0.0021 -0.0082 -0.4602
1341846717.4448 -0.6183 -2.8501 1.5159 0.8887 0.0020 -0.0094 -0.4584
1341846717.4548 -0.6184 -2.8501 1.5144 0.8897 0.0024 -0.0099 -0.4565
1341846717.4648 -0.6185 -2.8502 1.5130 0.8905 0.0026 -0.0109 -0.4549
1341846717.4750 -0.6187 -2.8500 1.5114 0.8909 0.0022 -0.0123 -0.4541
1341846717.4848 -0.6186 -2.8502 1.5101 0.8921 0.0023 -0.0122 -0.4516
1341846717.4948 -0.6187 -2.8503 1.5085 0.8928 0.0021 -0.0125 -0.4502
1341846717.5048 -0.6189 -2.8499 1.5073 0.8929 0.0006 -0.0130 -0.4501
1341846717.5148 -0.6190 -2.8501 1.5059 0.8935 0.0006 -0.0123 -0.4489
1341846717.5248 -0.6190 -2.8501 1.5047 0.8938 0.0001 -0.0113 -0.4483
1341846717.5348 -0.6191 -2.8501 1.5033 0.8945 0.0001 -0.0108 -0.4470
1341846717.5448 -0.6193 -2.8501 1.5018 0.8950 -0.0000 -0.0115 -0.4459
1341846717.5548 -0.6193 -2.8503 1.5005 0.8959 0.0000 -0.0123 -0.4440
1341846717.5648 -0.6195 -2.8504 1.4992 0.8968 0.0005 -0.0144 -0.4421
1341846717.5751 -0.6197 -2.8504 1.4977 0.8973 0.0007 -0.0167 -0.4412
1341846717.5848 -0.6198 -2.8504 1.4966 0.8982 0.0008 -0.0179 -0.4392
1341846717.5948 -0.6196 -2.8510 1.4955 0.8999 0.0007 -0.0173 -0.4358
1341846717.6048 -0.6196 -2.8510 1.4944 0.8998 -0.0001 -0.0162 -0.4360
1341846717.6149 -0.6197 -2.8507 1.4933 0.9003 0.0000 -0.0151 -0.4351
